Nazwa,Cena,Oferta od,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie Poza Miastem,Spalanie W Mieście,Typ nadwozia,Emisja CO2,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Data pierwszej rejestracji w historii pojazdu,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Tuning,Stan,VIN,Bezwypadkowy,Serwisowany w ASO,Leasing, Pierwszy właściciel (od nowości),Spalanie W Cyklu Mieszanym,Okres gwarancji producenta,lub do (przebieg km),Możliwość finansowania,Faktura VAT,Uszkodzony,VAT marża,Gwarancja dealerska (w cenie),Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,Autonomia
BMW Seria 3 318i Advantage,69 900,Prywatne,Tak,Tak,BMW,Seria 3,318i Advantage,F30/F31 (2012-2020),2017,83 000 km,1 499 cm3,Benzyna,136 KM,Automatyczna,Na tylne koła,4.0 l/100km,6 l/100km,Kombi,124 g/km,5,5,Czarny,,Polska,22 grudzień 2017,WB2037R,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,35 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2013,171 042 km,1 997 cm3,Benzyna,245 KM,Automatyczna,,,,Sedan,,5,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3,43 900,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2013,309 000 km,1 995 cm3,Diesel,183 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Biały,Perłowy,,14 listopad 2013,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d,21 500,Prywatne,Tak,Tak,BMW,Seria 3,318d,E90/E91/E92/E93 (2005-2012),2008,393 400 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,3.0 l/100km,5 l/100km,Kombi,119 g/km,5,5,Czarny,,Austria,,,Tak,Tak,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive M Sport,278 900,Firma,Tak,,BMW,Seria 3,330i xDrive M Sport,G20/G21 (2019-),2023,10 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (dołączany automatycznie),,,Sedan,,4,5,Niebieski,Metalik,Polska,,,,,Nowe,Wyświetl VIN,Tak,,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive,89 990,Firma,Tak,,BMW,Seria 3,320d xDrive,F30/F31 (2012-2020),2018,99 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,4x4 (stały),4.1 l/100km,"5,60 l/100km",Sedan,122 g/km,4,5,Szary,,Kanada,20 czerwiec 2018,,,,Używane,Wyświetl VIN,,,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3,24 900,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2007,237 432 km,2 993 cm3,Diesel,197 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,Tak,,,,,,,,
BMW Seria 3 316d,69 900,Firma,Tak,,BMW,Seria 3,316d,F30/F31 (2012-2020),2017,108 000 km,1 995 cm3,Diesel,116 KM,Automatyczna,Na tylne koła,,5 l/100km,Kombi,,5,5,Biały,,Niemcy,16 wrzesień 2017,,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,Tak,,,,,,,,
BMW Seria 3 316d,114 900,Firma,Tak,,BMW,Seria 3,316d,F30/F31 (2012-2020),2019,72 000 km,1 995 cm3,Diesel,116 KM,Automatyczna,Na tylne koła,,5 l/100km,Kombi,,5,5,Biały,Metalik,Polska,20 marzec 2019,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d Advantage sport,129 900,Firma,Tak,,BMW,Seria 3,320d Advantage sport,G20/G21 (2019-),2020,130 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Kombi,,5,5,Niebieski,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,6 miesięcy,,,,,,,
BMW Seria 3 318d,87 500,Prywatne,Tak,Tak,BMW,Seria 3,318d,F30/F31 (2012-2020),2018,128 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,5 l/100km,Kombi,,5,5,Srebrny,,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 318i,16 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2006,178 000 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,,10 l/100km,Kombi,,5,5,Czarny,Metalik,Niemcy,09 czerwiec 2006,Ohsf555,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,142 000,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2019,87 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,Metalik,Niemcy,10 styczeń 2020,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i Touring,24 900,Prywatne,Tak,Tak,BMW,Seria 3,318i Touring,E90/E91/E92/E93 (2005-2012),2012,271 250 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,5.3 l/100km,"8,10 l/100km",Kombi,147 g/km,5,5,Szary,,,24 kwiecień 2012,SO 6896U,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320d Sport Line Shadow,70 900,Prywatne,Tak,Tak,BMW,Seria 3,320d Sport Line Shadow,F30/F31 (2012-2020),2018,164 900 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,5 l/100km,Kombi,,5,5,Czarny,Perłowy,,,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 340i Edition M Sport Shadow,67 950,Firma,Tak,,BMW,Seria 3,340i Edition M Sport Shadow,F30/F31 (2012-2020),2018,78 029 km,2 998 cm3,Benzyna,326 KM,Automatyczna,4x4 (dołączany automatycznie),6.2 l/100km,"9,40 l/100km",Sedan,168 g/km,4,,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 320d Touring,97 000,Prywatne,Tak,,BMW,Seria 3,320d Touring,F30/F31 (2012-2020),2018,91 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,,Biały,,,,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Efficient Dynamics Sport Line,59 900,Prywatne,Tak,Tak,BMW,Seria 3,320d Efficient Dynamics Sport Line,F30/F31 (2012-2020),2015,225 000 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,4.0 l/100km,5 l/100km,Kombi,120 g/km,5,,Biały,,,02 luty 2015,DKL56710,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,10 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2005,263 000 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,,,czerwiec 2005,GD089MK,,,Używane,Wyświetl VIN,Tak,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 330e M Sport,184 500,Prywatne,Tak,Tak,BMW,Seria 3,330e M Sport,G20/G21 (2019-),2022,13 400 km,1 998 cm3,Hybryda,184 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,15 Lutego 2025,200 000 km,,,,,,,,,,,,
BMW Seria 3 316ti,9 200,Firma,Tak,Tak,BMW,Seria 3,316ti,E46 (1998-2007),2002,217 000 km,1 796 cm3,Benzyna,115 KM,Manualna,,,9 l/100km,Kompakt,,3,5,Czerwony,,,17 czerwiec 2002,zkl25018,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i M Sport,69 950,Firma,Tak,,BMW,Seria 3,320i M Sport,F30/F31 (2012-2020),2013,192 000 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,6 l/100km,Sedan,,4,5,Biały,Metalik,,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,Tak,,,,,,,,
BMW Seria 3 318d Advantage,114 900,Firma,Tak,Tak,BMW,Seria 3,318d Advantage,G20/G21 (2019-),2020,71 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Biały,,Niemcy,04 czerwiec 2020,DW2TU61,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,Tak,Tak,,Tak,,,,,,,,
BMW Seria 3 330e,149 900,Firma,Tak,Tak,BMW,Seria 3,330e,G20/G21 (2019-),2021,21 700 km,1 998 cm3,Hybryda,184 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,Metalik,Polska,15 luty 2022,GD8A157,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i,227 300,Firma,,,BMW,Seria 3,318i,G20/G21 (2019-),2023,5 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,5,,Biały,,,,,,,Nowe,,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive,242 400,Firma,,,BMW,Seria 3,330i xDrive,G20/G21 (2019-),2023,5 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,,Sedan,,5,,Czarny,,,,,,,Nowe,,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i M Sport,184 356,Firma,,,BMW,Seria 3,318i M Sport,G20/G21 (2019-),2024,1 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,,Polska,,,Tak,,Nowe,,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i M Sport,180 306,Firma,,,BMW,Seria 3,318i M Sport,G20/G21 (2019-),2024,1 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,,Polska,,,Tak,,Nowe,,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318d Touring,51 700,Prywatne,Tak,,BMW,Seria 3,318d Touring,F30/F31 (2012-2020),2017,188 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,,,,Kombi,,5,,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,299 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,4 032 km,1 998 cm3,Hybryda,293 KM,Automatyczna,4x4 (dołączany automatycznie),,,Kombi,171 g/km,5,5,Szary,Metalik,Polska,16 sierpień 2023,,,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,,Tak,,,,,,,,,,
BMW Seria 3 330i xDrive,249 900,Firma,Tak,,BMW,Seria 3,330i xDrive,G20/G21 (2019-),2022,19 850 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Niebieski,,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,30 Marca 2027,,Tak,Tak,,,24 miesięcy,,,,,,,
BMW Seria 3,79 900,Firma,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2019,105 000 km,1 995 cm3,Diesel,181 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,,Polska,,ST1480,,,Używane,Wyświetl VIN,Tak,,,,,,,,Tak,,,,,,,,,,
BMW Seria 3 330e xDrive Advantage,204 900,Firma,Tak,,BMW,Seria 3,330e xDrive Advantage,G20/G21 (2019-),2022,4 000 km,1 998 cm3,Hybryda,184 KM,Automatyczna,4x4 (dołączany automatycznie),,,Kombi,,5,5,Biały,,Polska,,,,,Nowe,Wyświetl VIN,Tak,,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,10 900,Prywatne,Tak,,BMW,Seria 3,,E46 (1998-2007),2003,209 000 km,2 494 cm3,Benzyna,192 KM,Automatyczna,Na tylne koła,,,Kombi,,5,,Czarny,,,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3,144 900,Firma,Tak,Tak,BMW,Seria 3,,G20/G21 (2019-),2020,52 813 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Czarny,Metalik,Szwecja,wrzesień 2020,KK1662C,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i Sport Line,149 000,Firma,Tak,,BMW,Seria 3,318i Sport Line,G20/G21 (2019-),2021,65 495 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,6 l/100km,Kombi,,4,5,Szary,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320i,22 900,Prywatne,Tak,Tak,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2005,250 000 km,1 995 cm3,Benzyna,150 KM,Manualna,Na tylne koła,,10 l/100km,Sedan,,5,,Fioletowy,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Touring,59 900,Prywatne,Tak,,BMW,Seria 3,318d Touring,F30/F31 (2012-2020),2017,164 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,,,,Kombi,,5,5,Srebrny,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,10 900,Firma,Tak,,BMW,Seria 3,,E46 (1998-2007),2002,217 000 km,1 995 cm3,Benzyna,143 KM,Automatyczna,,,,Coupe,,3,,Niebieski,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i,32 000,Firma,Tak,,BMW,Seria 3,320i,F30/F31 (2012-2020),2014,65 657 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,11.0 l/100km,17 l/100km,Coupe,,5,,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 318i,124 900,Firma,Tak,Tak,BMW,Seria 3,318i,G20/G21 (2019-),2021,33 072 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,6.0 l/100km,11 l/100km,Sedan,197 g/km,5,5,Biały,,Polska,25 luty 2021,ZS939MN,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,,,Tak,24 miesięcy,,,,,,,
BMW Seria 3 320d xDrive,184 900,Firma,Tak,,BMW,Seria 3,320d xDrive,G20/G21 (2019-),2021,28 545 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Niebieski,Metalik,Polska,23 kwiecień 2021,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,,Tak,,,,,,,,,,
BMW Seria 3 318i Advantage sport,240 700,Firma,Tak,,BMW,Seria 3,318i Advantage sport,G20/G21 (2019-),2023,1 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Szary,Metalik,,,,,,Nowe,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d,42 900,Firma,Tak,,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2011,199 000 km,1 995 cm3,Diesel,184 KM,Manualna,Na tylne koła,4.0 l/100km,5 l/100km,Kombi,124 g/km,5,5,Szary,Metalik,Niemcy,,,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 318d Business Edition,59 999,Prywatne,Tak,Tak,BMW,Seria 3,318d Business Edition,F30/F31 (2012-2020),2017,215 611 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Biały,Metalik,Niemcy,10 luty 2017,FMI 68335,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,21 900,Firma,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,191 767 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Srebrny,Metalik,Niemcy,12 styczeń 2006,DKL 55455,,,Używane,Wyświetl VIN,,,,,,,,Tak,,,,,,,,,,,
BMW Seria 3 328i Touring xDrive Sport Line,69 900,Prywatne,Tak,Tak,BMW,Seria 3,328i Touring xDrive Sport Line,F30/F31 (2012-2020),2013,184 000 km,1 997 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),5.8 l/100km,9 l/100km,Sedan,162 g/km,5,5,Czarny,Metalik,Stany Zjednoczone,styczeń 2013,GS1520E,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Efficient Dynamics,16 000,Firma,Tak,,BMW,Seria 3,320d Efficient Dynamics,E90/E91/E92/E93 (2005-2012),2011,200 000 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,4.1 l/100km,6 l/100km,Sedan,128 g/km,5,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 320d Efficient Dynamics,59 500,Prywatne,Tak,Tak,BMW,Seria 3,320d Efficient Dynamics,F30/F31 (2012-2020),2017,177 000 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,4.0 l/100km,5 l/100km,Kombi,120 g/km,5,5,Czarny,,Niemcy,29 listopad 2017,GA193GG,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,206 500,Firma,Tak,,BMW,Seria 3,318i,G20/G21 (2019-),2023,5 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Niebieski,,,,,,,Nowe,Wyświetl VIN,Tak,,Tak,,,,,,,,,,2 880 PLN,,,,,,
BMW Seria 3 320d M Sport sport,244 900,Firma,Tak,,BMW,Seria 3,320d M Sport sport,G20/G21 (2019-),2023,7 810 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Szary,Metalik,Polska,15 marzec 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i Touring,9 500,Prywatne,Tak,Tak,BMW,Seria 3,318i Touring,E46 (1998-2007),2005,226 000 km,1 995 cm3,Benzyna,143 KM,Automatyczna,,,"8,90 l/100km",Kombi,,5,,Czarny,,,31 styczeń 2005,FSU32289,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,Tak,,
BMW Seria 3,89 000,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2020,44 068 km,2 000 cm3,Benzyna,255 KM,Automatyczna,4x4 (dołączany automatycznie),,,Sedan,,4,5,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i Luxury Line sport,140 000,Prywatne,Tak,Tak,BMW,Seria 3,330i Luxury Line sport,G20/G21 (2019-),2020,70 000 km,1 998 cm3,Benzyna,258 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Czarny,Perłowy,,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d mHEV M Sport,199 000,Firma,Tak,,BMW,Seria 3,318d mHEV M Sport,G20/G21 (2019-),2022,15 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,Metalik,Polska,17 marzec 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,17 Marca 2026,200 000 km,,,,,,,,,,,,
BMW Seria 3,33 900,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2014,127 670 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),5.0 l/100km,8 l/100km,Sedan,152 g/km,5,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 330d DPF Cabrio,27 700,Firma,Tak,,BMW,Seria 3,330d DPF Cabrio,E90/E91/E92/E93 (2005-2012),2007,211 000 km,2 993 cm3,Diesel,231 KM,Manualna,Na tylne koła,,"8,60 l/100km",Kabriolet,,2,4,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 320td,15 800,Firma,Tak,,BMW,Seria 3,320td,E46 (1998-2007),2005,360 235 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,4.0 l/100km,7 l/100km,Kompakt,,3,5,Szary,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330d xDrive Coupe,52 000,Prywatne,Tak,,BMW,Seria 3,330d xDrive Coupe,E90/E91/E92/E93 (2005-2012),2008,177 777 km,2 993 cm3,Diesel,245 KM,Automatyczna,,,"8,80 l/100km",Coupe,,2,4,Szary,,Niemcy,30 listopad 2009,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 335i M Sport,29 000,Prywatne,Tak,Tak,BMW,Seria 3,335i M Sport,E90/E91/E92/E93 (2005-2012),2009,187 000 km,2 979 cm3,Benzyna,306 KM,Manualna,Na tylne koła,5.0 l/100km,11 l/100km,Kombi,189 g/km,5,5,Szary,,,09 lipiec 2009,xx,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 320d M Sport,140 000,Prywatne,Tak,Tak,BMW,Seria 3,320d M Sport,G20/G21 (2019-),2019,81 500 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Niebieski,Metalik,Polska,20 maj 2020,WL2849P,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,,,,,,2 250 PLN,64 000 PLN,16,40 000 PLN,,,
BMW Seria 3 330i xDrive M Sport,88 777,Prywatne,Tak,Tak,BMW,Seria 3,330i xDrive M Sport,F30/F31 (2012-2020),2018,114 000 km,1 998 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),5.0 l/100km,7 l/100km,Sedan,144 g/km,5,5,Czarny,Metalik,Kanada,styczeń 2018,SPS80176,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Touring xDrive Edition M Sport Shadow,144 900,Firma,Tak,Tak,BMW,Seria 3,320d Touring xDrive Edition M Sport Shadow,G20/G21 (2019-),2019,61 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,"5,90 l/100km",Kombi,,5,5,Szary,,Niemcy,22 listopad 2019,E8,,,Używane,Wyświetl VIN,,,,,,,,Tak,,,Tak,12 miesięcy,,,,,,,
BMW Seria 3 318i,207 300,Firma,,,BMW,Seria 3,318i,G20/G21 (2019-),2023,5 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Niebieski,,,,,,,Nowe,,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d,20 900,Prywatne,Tak,,BMW,Seria 3,318d,,2008,235 600 km,1 995 cm3,Diesel,143 KM,Manualna,,,5 l/100km,Kombi,,4,5,Granatowy,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Advantage,79 900,Firma,Tak,,BMW,Seria 3,318d Advantage,F30/F31 (2012-2020),2019,125 860 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Polska,27 wrzesień 2019,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320i M Sport,229 900,Firma,Tak,,BMW,Seria 3,320i M Sport,G20/G21 (2019-),2023,14 000 km,1 998 cm3,Benzyna,184 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Szary,,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 316d Sport Line Shadow,43 900,Prywatne,Tak,Tak,BMW,Seria 3,316d Sport Line Shadow,F30/F31 (2012-2020),2012,262 000 km,1 995 cm3,Diesel,116 KM,Automatyczna,Na tylne koła,4.1 l/100km,"5,10 l/100km",Sedan,118 g/km,4,5,Czarny,,Niemcy,12 grudzień 2012,Mn8954,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d DPF Edition Fleet,27 700,Prywatne,Tak,Tak,BMW,Seria 3,320d DPF Edition Fleet,E90/E91/E92/E93 (2005-2012),2007,245 000 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,,"6,80 l/100km",Sedan,,4,,Czarny,Metalik,Niemcy,,SBE8728G,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d M Sport Shadow,140 000,Prywatne,Tak,Tak,BMW,Seria 3,320d M Sport Shadow,G20/G21 (2019-),2019,98 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,4.0 l/100km,5 l/100km,Sedan,109 g/km,5,5,Czarny,Metalik,,,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,129 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2021,44 050 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,,Polska,10 sierpień 2021,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,6 700,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2011,110 000 km,1 995 cm3,Diesel,183 KM,Automatyczna,,,,Kabriolet,,4,,Czarny,,Niemcy,,,,,Używane,Wyświetl VIN,,Tak,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 320i,29 900,Prywatne,Tak,,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2009,189 000 km,1 995 cm3,Benzyna,170 KM,Manualna,Na tylne koła,,8 l/100km,Sedan,,5,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,49 900,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2013,239 000 km,1 997 cm3,Benzyna,244 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Biały,,,28 listopad 2013,,,,Używane,Wyświetl VIN,Tak,,,Tak,,,,,,,Tak,,,,,,,,
